prompt,title,essay,competence,score,tema
36,A desumanidade na escravidão,"['A escravidão é algo que não está destacado na sociedade atual tendo como consequência a inocência das pessoas sobre esse tema, fazendo assim com que elas pensem na escravidão apenas como um conceito historico .', 'Um dos grandes problemas da escravidão, também podendo ser visto como uma consequência, é a desigualdade social que ela provoca. Ela é a que faz com que a maioria das pessoas sejam vitímas do trabalho escravo.', 'A maior desumanidade na escravidão está no fato de a maioria dos escravos serem crianças privando-as de estudar e de se alfabetizarem se tornando adultos, geralmente, pobres e sem nenhuma estrutura para o mundo sendo assim vitímas das desigualdades sociais.', 'A escravidão, ao contrário do que muitos pensam, não afeta somente o escravizado, afeta também as pessoas que compram coisas de origem escrava pois elas acabam influênciando a escravidão mesmo que indiretamente.', 'Além de influênciar a desigualdade social, a escravidão mostra que mesmo sabendo não ser o certo, alguém se julga auto suficiente o bastante para tirar a liberdade de um semelhante para o próprio benefício, o que é desumano.']","[0, 0, 0, 0, 0]",0,Escravizar é humano?
15,A Falta de Educação Alimentar para ter uma Vida Melhor,"['Alimentação no passar de décadas vem cedo muito industrializado cheio de substância que causa o aumento de obesidade de corrente de uma má alimentação, isso também sendo um agravante na sociedade por esta acima do peso por uma falta de educação alimentar e também falando do fator genético ou hereditário. A obesidade é grande problema na sociedade porque ela traz (várias) complicação na saúde com, por exemplo: dificuldade de respirar e caminhar ou fazer qualquer atividade física (problemas) no coração e sanguíneos com isso o sobrepeso querendo ou não falta de educação alimentar por descuido do dia a dia, por fatores da vida cotidiana a sociedade por não ter um abito de ter alimentação saudável. Mais o Brasil ainda caminha em passo pequeno sobre cuidar da obesidade que uma epidemia junto sobre o peso por causa também de aspectos culturais das suas culinárias Brasileiras e por falta de interesses muitas da sociedade que se acomoda , que poucos fazer atividades físicas para cuidar da saúde. Sobre os jovens nas escolas públicas fica difícil porque por falta de profissionais habilitados na área da nutrição e também recursos para fazer um programa de assuntos relacionados (alimentação) é pouco falado também sobre a obesidade e sobre o peso que é uma decorrência da epidemia da alimentação e da má educação nas partes da população de baixa renda, mais a outra parte da sociedade não se preocupa muito nessa questão, mas a relação sobre a epidemia alimentar e da obesidade e sobre o peso preocupante em quase toda a sociedade.']","[0, 0, 0, 0, 0]",0,Epidemia alimentar: sobrepeso e obesidade
16,Um novo olhar sobre o Brasil,"['O nosso país está vivenciando diversos acontecimentos, inclusive a administração do mesmo. Jair Bolsonaro, candidato do partido (PSL), é o mais novo Presidente da República. Mas será que estamos no caminho certo?', 'Durante o período de eleições, milhares de brasileiros foram para as ruas protestar e fazer manifestações. Cada um foi para defender seus direitos e suas escolhas.', 'Infelizmente vivemos em um país onde existe muito machismo, racismo e preconceito diante da sociedade. Jair Bolsonaro não aceita a homofobia, declarou que os negros não merecem nada e acha que as mulheres devem ser menosprezadas. É lamentável ter no comando uma pessoa desse tipo, que pensa coisas absurdas.', 'Cada um pensa diferente e analisa fatos diferentes. Eu, como cidadã brasileira jamais votaria no Bolsonaro. Porém, milhares de pessoas votaram nele para que o Brasil mudasse. As armas estão liberadas para usufruir modo que cada um deseja, não tem limite específico. Se o Brasil já estava complicado antes, imagina agora.', 'Esperamos e queremos que nos próximos anos, o Brasil esteja mais favorável. Cada indivíduo deve continuar e manter-se do seu jeito, da sua maneira. Vamos nos empenhar e correr atrás do que é nosso também. A iniciativa é o começo de tudo. #Por um Brasil melhor!']","[0, 0, 0, 0, 0]",0,A onda conservadora e o Brasil nos próximos anos..
22,A oligarquia atual,"['O direito ao foro privilegiado não é uma invenção atual, tal prática pode ser relacionada aos anos da republica velha que se tinha a prática do coronelismo, onde coronéis eram pessoas influentes cheias de privilégios, assim como, observamos no cenário atual e isso é um problema.', 'Esse benefício traz problemas, pois abrange uma grande quantidade de pessoas, que cada dia muda-se as estatística fazendo com que, as práticas dessas classes sejam escondidas principalmente pelas mídias e consequentemente sejam pouco divulgadas impedindo assim a conscientização da população.', 'Esse problema por sua vez, também está longe de ser solucionado já que as mídias ao invés de divulgar o que se passa diante dos congressos, acabam sendo alienadas por partidos e por grandes pessoas influentes, impossibilitando o vazamento de atos imorais, destacando outros assuntos fazendo com que, acabe na maioria das hipóteses atos não julgados e impune .', 'Como proposito de tal pratica é necessário que a punição para todos sejam rígidas e igualitárias pra ambos das classes, assim como também deve-se haver a conscientização da população sobre todas as práticas e reconhecimento das pessoas envolvidas sendo divulgada sua identidade independente da sua pratica para que possamos formar uma democracia justa e igualitária.']","[0, 0, 0, 0, 0]",0,O direito ao foro privilegiado
7,Revolução e evolução,"['No decorrer do tempo a sociedade foi evoluindo. A indústria também acompanhou esse processo, tanto que estamos caminhando para a 4a revolução industrial. Com o advento da ""internet das coisas"", tudo foi se conectando cada vez mais. Veículos, eletrodomésticos, etc., tudo está sendo construido construído para estar conectado na internet. As criptomoedas surgem nesse contexto, e, sem a regulamentação de como utilizá-la se não for corretamente regulamentada, pode ser a porta para o surgimento de diversos crimes.', 'É preciso que haja um controle para não surgir conflitos. As pessoas, quando não são guiadas sobre o que podem ou não fazer, tendem a defender apenas o ponto de vista delas, desprezando o dos outros. É nesse momento que o homem se torna o lobo do homem, como já pensava Thomas Hobbes.', 'Pensando nisso nisso, o governo brasileiro vem tentando adquirir um maior controle sobre as criptomoedas. Recentemente foi anunciado um projeto para que os investimentos que forem feitos com em criptomoedas sejam informados aos órgãos do governo. O objetivo dessa medida é combater crimes como a lavagem de dinheiro.', 'Portanto, é importante a atuação do governo na fiscalização das criptomoedas. Por isso é necessário que o governo crie mecanismos para fiscalizar movimentações financeiras suspeitas envolvendo as criptomoedas. Assim não só a revolução, mas também a evolução, vão se tornar evidentes.']","[0, 0, 0, 0, 0]",0,Criptomoeda: tecnologia e revolução econômica
35,A geração que construiu seu partido,"['Representado pelo projeto de lei 193/2016, o movimento “escola sem partido” alega proteger alunos da doutrinação coordenada em escolas de todo o Brasil. Ao longo da história, conflitos foram travados a fim de defender ideias, fronteiras foram construídas e territórios tomados. O conhecimento é a arma mais poderosa, e o debate é a sua munição. Sendo assim, a chamada “neutralidade política na educação” apresentaria eficácia contra o senso crítico dos jovens?', 'Deste modo, controlar o que é dito em sala de aula limita o conceito de lecionar, que deveria ser feito através da troca de conhecimentos. Tamanha é a responsabilidade em defender um ideal, ainda mais tendo a visão focada apenas em um dos lados, a ignorância apresenta perigo para a sociedade. Entretanto, no caso de jovens que dominam o assunto político o ameaçado é o Estado.', 'Analisando casos da educação sendo controlado , a escola foi palco de divulgação de ideias, onde, distorcendo a realidade, esculpiram a mentalidade de uma geração. Sendo assim, privar o debate político e livre é uma maneira de cultivar uma geração submissa ao que geradores de opinião propagam. Em tempos onde adolescentes organizam grupos políticos e discutem questões sociais, o movimento “escola sem partido” seria um retrocesso e mais um motivo para a revolta dessa legião de ativistas.']","[0, 0, 0, 0, 0]",0,Escola no Brasil: com partido ou sem partido?
24,Violência gera violência,"['Em todos os lugares do Brasil temos violência, incluindo os usuários de drogas.', 'A segurança pública contra traficante e vice-versa, formando a guerra entre eles e trazendo a morte dos dois lados, temos casos da segurança invadindo as comunidades e atirando para todos sem nem querer saber se é inocente, e traficantes indo atrás de quem matou aquelas pessoas. Existe drogas em todo o Brasil e usuários, e assim gerando a guerra, até entre as famílias por causa do vício, sempre haverá comprador é assim trazendo o vendedor.', 'O Brasil tem que melhorar no sistema público para que a violência diminua e discutir sobre a legalização de drogas, pois a droga é proibida, mas continua no Brasil.']","[0, 0, 0, 0, 0]",0,Violência e drogas: o papel do usuário
18,Direitos humanos,"['Uma característica importante dos direitos humanos é que eles são fundados sob o respeito pela dignidade e o valor de cada pessoa, são universais e devem ser aplicados de forma igual e sem discriminação. Porém, esses direitos nem sempre são atingidos , no Brasil ocorre um alto índice de violação deles por alguns trabalhadores públicos. Além disso, ainda existe a falha de realização dos direitos civis devido a gênero.', 'Em primeiro análise, grande número de trabalhadores públicos brasileiros que são acusados de cometerem algum crime utilizam o Foro privilegiado, e não são julgados pela justiça comum, de primeira instancia', 'Em segundo análise, a diferença salarial entre homens e mulheres ainda persiste. De acordo com a Comissão Econômica das Nações Unidas para a América Latina (CEPAL), as mulheres recebem, em média, apenas 83,9 unidades monetárias por 100 recebidas pelos homens. Observa-se que elas podem ganhara até 25,6% menos do que seus colegas de trabalho do sexo masculino em semelhantes condições. Logo, os direitos humanos que foi criado para manter a paz está sendo altamente desrespeitado .', 'Conclui-se portanto, que a humanidade muitas vezes descumpri os direitos e deveres propostos em prol da paz, harmonia e uma boa convivência em sociedade. Para reverter esse quadro a ONU (Organização das Nações Unidas) por meio de rigorosas penas deve punir países que ainda apresentam tal fatalidade, com o intuito de prevenir que novas revoltas voltem a acontecer. Ademais, o governo de cada país precisa tomar consciência de que os direitos existem para serem cumpridos e por multas corrigirem os cidadãos que cometerem tal equivoco , com a intensão de promover uma relação harmoniosa e igualitária entre os habitantes de seu pais .']","[0, 0, 0, 0, 0]",0,Direitos humanos: em defesa de quem?
36,A escravidão moderna,"['No Brasil e em outros paises no mundo ainda existe a escravidao apesar do indice brasileiro for baixo Ainda é um problema no pais . Uma grande maioria dessas pessoas que são escravas não tem sequer escolaridade esse é um fator que gera uma consequencia devido a alta dificuldade em entrar no mercado de trabalho sem o minimo de estudo há também pessoas que migram de outros paises ilegalmente e vão para as zonas rurais brasileiras aonde fica concentrado os ""escravos mordenos""', 'Na Amazônia em anos e anos resgatam um numero consideralmente de escravos em pessimas condições de higiene é a maioria de 15 a 40 anos. Estudiosos acreditam que a escravidão moderna existe por um fator lucro uma pesquisa feita estima que a escravidão moderna gera o equivalente a quatro das empresas mais lucrativas do mundo.', 'A maioria é afetado por essa nova escravidão pois governo gasta receitas altas para processar casos de escravidão moderna esse dinheiro poderia ser investido na educação, saúde, seguranças entre outros. Contratar novos fiscais para a escravidao moderna e cria algo que gera empregos além de dar apoio a vitima da escravidao ja seria um começo para erradicar esse novo comercio ilegal.']","[0, 0, 0, 0, 0]",0,Escravizar é humano?
38,A cura do câncer existe?,"['A fosfoetanolamina é uma substância que é produzida pelo corpo humano e pode ser antitumoral, que possui antiproliferativa que estimula a opoptose e tudo isso impede que o câncer se espalhe. Esta substância foi estudada no começo dos anos 90 pelo professor Gilberto Orivaldo Chierice, no Instituto de Química de São Carlos - USP. Mas com base nas pesquisas os testes feitos em animais tiveram resultados positivos, e atualmente mais de 800 pessoas que se tratam com a substância estão tendo resultados positivos. Os cientistas querem mais testes e a ANVISA não libera a substância, pois não possui registro, e, a vida do povo tem que ser selada e mais testes tem que ser realizados. Mas e se a substância for a única solução para a pessoa?, para ter acesso da substância tem que entrar na justiça até os testes serem realizados e terem certeza que a cura do câncer está na fosfoetanolamina.']","[0, 0, 0, 0, 0]",0,"Política X Ciência: a ""pílula do câncer"""
25,Não existe cura para o que não é doença,"['Representantes do CFP (Conselho Federal de Psicologia) estão discutindo recentemente sobre a terapia da orientação sexual, algo sem fundamento.', 'Fatos comprovam que o Brasil é um dos países mais violentos contra gays, lésbicas, e transexuais do mundo, mas isso não é motivo para que tenha como obrigatoriedade curar as pessoas que sejam assim.', 'Ouve-se muito comentários maldosos discriminando essas pessoas. Mas já pararam para pensar que todos tem têm seu direito de ser o que quiserem ser? Pessoas com um pensamento muito fechado, que não se abrem para entender o que os outros tem têm de diferente e que também são normais apoiam com certeza a ""cura gay"".', 'Seria mais fácil se todos pudessem escolher o que ser sem se preocupar com o que os outros julgam. Ao invés de criar propostas de terapia de orientação sexual o CFP podia realizar métodos de igualdade que cumprissem tudo conforme os gostos e modos de cada.']","[0, 0, 0, 0, 0]",0,A terapia de reversão da orientação sexual
17,Uma perda histórica para o país,"['Na noite de domingo dia dois de setembro de 2018 por volta das 19:30 da noite , houve um incidente com o Museu nacional do Rio de Janeiro. Dentre tantos motivos relevantes, temos: destruição de fósseis antigos e assim como uma perca para o Brasil.', 'O Museu foi fundado em seis de junho de 1818, nesse ano completou duzentos anos da sua existência. Ninguém sabe como começou o incêndio, mas muitos acreditam que seja por conta das afiações assim como um morador local diz te visto um balão caindo no museu que poderia te causado o', 'devido incêndio. Foram perdidas muitas estruturas antigas e também a mais importante as fosseis de luzia .', 'O que aconteceu com o museu deixou vários brasileiros triste , porém foi uma perda de não só de objetos e sim de lembranças de pessoas importantes que conviveu la , ou seja, a familia real e que também foi contestado a independência.', 'O Michel Temer comentou que foi uma perda incalculável para o país e que foi perdido duzentos anos de pesquisas, assim como o MEC ofereceu ajuda para o que precisar para recuperar o patrimônio histórico do Brasil.']","[0, 0, 0, 0, 0]",0,Patrimônio histórico e cultural brasileiro: um caso de descaso
32,Direitos vinculados a  lei,"['É notório que os direitos em conflitos devem ser separados para que haja um maior entendimento sobre o assunto. A liberdade de expressão, é um direito o qual não pode haver repressão. Já a intimidade é um direito individual o qual merece punição quando violado.', 'Há de se compreender que a liberdade de expressão é um direito o qual não pode haver repressão segundo o artigo 5º da constituição brasileira de 1988, pois todos são iguais perante a lei, quando violado, deve existir de forma clara uma punição. Quanto aos veiculos de comunicação , deve ser seguido a mesma lei que é aplicada aos cidadãos, pelo fato de estar implantando uma opinião. Da mesma forma, a intimidade deve ser respeitada de forma individual, quando violado , é merecimento de punição.', 'Por conseguinte, pode-se afirmar que os direitos como a liberdade de expressão e a intimidade devem ser seguidos de forma prevista na constituição .']","[0, 0, 0, 0, 0]",0,Direitos em conflito: liberdade de expressão e intimidade
16,A renovação do Brasil,"['O Brasil já conseguiu dar um passo para renovação na política Brasileira , porque em anos vinha perdendo seu lado conversador de um país forte justo nas suas decisões a serem tomadas pelo povo que já estava cansado de tanta mentira desvio de dinheiro público que podia ajuda e manter setores essenciais no sistema público. A anos o povo Brasileiro vem pedindo mudança no sistema político e na sua forma de governar isso era antes que um só tipo de classe social governava a sua inconsequência disso, veio com a decorrência desse fenômeno Brasileiro o país tem uma esperança para dias melhores apesar tanto desgaste com população, mas o novo governo ele vai resgatar um pouco do lado conversador que o país perdeu um pouco como os valores da família do trabalho e educação com qualidade que falta no país, também falando sobre a segurança da sociedade que o policial bem preparado e bem pago para em frente a criminalidade que hoje toma conta do país sem poupar nenhuma classe social. Mais as mudanças são muito positivas para população porque o país já voltar tomar o rumo da economia para crescer bem equilibrado minimizar os desperdiço de dinheiro público, em toda mudança de governo vai ter alguns aspectos negativos em alguns lados do governo que não vão gostar de ajuste novo que nunca foram realizados, mas o país em cima de tudo vai chegar haver sua população bem no rumo do crescimento econômico em todo o país.']","[0, 0, 0, 0, 0]",0,A onda conservadora e o Brasil nos próximos anos
1,Avanços tecnológicos,"['No que se refere aos avanços tecnológicos no Brasil, nota-se que, atingiu que atingiram diretamente à população em seu meio social, na qual, trouxe trazendo diversos benefícios e malefícios para os usuários. Em contrapartida, essa realidade impôs novos desafios para a sociedade contemporânea.', 'Nesse contexto, é conveniente destacar, que destacar que muitos indivíduos indivíduos, até mesmo crianças, estão sujeitas sujeitos a manipulações, que pode podem ser inadequadas. Infelizmente, como há pessoas de má conduta que utiliza utilizam a internet para atraí atrair pessoas fragilizados fragilizadas, é de fundamental importância o acompanhamento familiar.', 'Cabe ainda ressaltar, que ressaltar que tal meio se transforma em uma forma de lazer para todos os indivíduos, e com os avanços tecnológicos, irá conduzir mais ainda os telespectadores através dos seus gostos.']","[0, 0, 0, 0, 0]",0,Qualificação e o futuro do emprego
26,Vivemos em um país onde a educação,"['Vivemos em um país onde a educação e pouca valorizada, onde não tem recursos para melhoria dos professores e alunos, onde um aluno espanca o professor, maltrata ou ate chega a ""mata-lo"" e o que e feito nada . Várias escola não tem uma estrutura para um ensino mais mesmo sendo assim ganha de muitas que tem recursos. No modo de pensar nos tempos de hj desvaloriza-se muito o professor e confia-se muito na tecnologia nao que isso seja ruim mais o professor precisa de valorização onde ele da o melhor de si em um certo local para alunos maltratar ele em vez de ser mais valorizado. De acordo com estatísticas quase 15% dos professores já sofrerão agressão ou problemas com alunos. E como existem professores que ama o que faz MSM com tudo isso ainda tende a dar aulas mesmo correndo esse risco e nao não sabendo como lidar com a situação. Mais acima de tudo isso precisa-se torna a educação prioridade, é o respeito com o educador precisa ser mais preservado.']","[0, 0, 0, 0, 0]",0,"Como melhorar a educação, sem valorizar o professor?"
26,A educação é um bebe,"['Conhecimento sobre a realidade do brasileiro é para a política apenas números de lucro ou dívidas a serem pagas, pois são poucos que já passaram por escolas públicas e hoje nos representam, a base dos problemas educacionais começam em Brasília.', 'Educar a ignorância sobre o país trazida pelos alunos - que não entendem de política porque seus pais e amigos não debatem temas como crise econômica, corrupção ou alienação, por exemplo - enquanto a mídia anuncia, de modo sensacionalista, os feitos das operações policiais forma opiniões de que tudo pode ser feito e não existe justiça, logo é uma batalha árdua para qualquer professor.', 'A escola ajuda na formação de caráter, no entanto, nossos mestres não podem arcar com a responsabilidade fora do horário de aula. Os projetos para incluir os jovens, estão “sem verba” e diminuindo, não há incentivo da mídia ou do governo para que eles busquem realidades e se tornem resilientes em sua comunidade.', 'Segundo Rousseau “A educação do homem começa no inicio de seu nascimento”, logo é preciso educar os pais desde a infância, durante e após o nascimento de seus filhos, criar mais grupos para jovens e adultos entenderem a história e atualidade de nosso país.']","[0, 0, 0, 0, 0]",0,"Como melhorar a educação, sem valorizar o professor?"
32,Direito de liberdade,"['A liberdade e privacidade na vida é um princípio básico e muito bem desejo em nosso cotidiano.', 'A prinmeira dama exigiu a sua privacidade pelo fato de não querer se expor em redes sócias , em assuntos que não a deixava a vontade. e preferindo assim, fazendo que tirassem para que, se sentisse tranquila em seu dia-a-dia.', 'Entretanto, muitos a criticaram em fato que poderiam haver coisas explicitas que muitos teriam duvidas sobre sua vida e de seu marido, para que, assim desvendasse aquilo que muitos almejam.', 'Porém, o indivíduo usou isso de uma forma errônea, porque todos nos temos direitos de liberdade e isso foi uma invasão de privacidade. Contudo, o jornal quis aproveitar a situação e pegar carrona na noticia , mas não percebendo a desagradavel situação.']","[0, 0, 0, 0, 0]",0,Direitos em conflito: liberdade de expressão e intimidade
20,O país do futuro,"['No Brasil, o número de cidadãos que querem migrar para outros países tem crescido drasticamente.', 'Atualmente, o território brasileiro vem enfrentando uma crise desde séculos passados, como a queima do café em 1931 e a queda do PIB (produto interno bruto). Tais fatores, formalizaram a encomia do Brasil se estagnar durante anos. A problemática é que com a queda do capital, o desemprego cresceu, pois, os governos reduziram o número de servidores contratados.', 'Todavia, pesquisas realizadas pelo IBGE mostram que um quinto dos jovens brasileiros não estudam e não trabalham. O problema vem sendo que os jovens do Brasil não querem arrumar um emprego. Entretanto, para a preparação, formação e educação de um cidadão, a vida exigirá investimentos seguido por anos.', 'Como já dizia a música do famoso cantor Renato Russo: “O Brasil é um país do futuro”. Um país que vem acomodando grande parte de seu povo pela falta de investimentos na infraestrutura e deficiências na educação. Em destarte, vista tal situação, a maioria dos cidadãos hesitam por mais uma espera de décadas de conversão e optam assim por deixarem seu país de origem.', 'Portanto, medidas precisam ser tomadas para resolver o impasse. Novas leis deveriam ser aplicadas pelo Ministério Do Trabalho, possibilitando vagas de emprego para jovens ainda inexperientes. Assim dando novas oportunidades. Por ora, o MEC realizaria nas escolas públicas a verificação do ensino aplicado nos jovens acompanhando o desenvolvimento dos envolvidos. Em suma, a formação do jovem de hoje é a construção de uma sociedade de amanhã.']","[0, 0, 0, 0, 0]",0,Por que os jovens querem deixar o Brasil?
14,Esse Bolsonaro realmente vai ser um perigo,"['Esse Bolsonaro realmente vai ser um perigo para o brasil primeiro que ele vai trazer terroristas para brasil porque com essa união com israel os terroristas não vão gostar e vão querer atacar o Brasil.', 'O Brasil sempre fez a política da boa vizinhança e era sempre querido pelos outros países, mas com esse radical no poder o Exercito que ele tanto idolatra e adora vai ter que proteger muito o Brasil desses inimigos terroristas porque eles não vão aceitar essa ligação entre Brasil e Israel.', 'Segundo que se ele continuar com essa ligação com israel os Árabes que são grandes importadores do Brasil eles não vão mais comprar nada do brasil e eles são grandes importadores do Brasil e isso vai gerar muito desemprego.', 'Depois essa conversa de liberar arma para o cidadão comum quem tinha que nós proteger era o Exercito e a policia mas pelo que estou vendo quem vai ter que se proteger é o próprio cidadão Brasileiro por que o exercito que ele tanto adora adora, não pode fazer isso e a policia não vai poder resolver isso sozinha, como estamos vendo no brasil', 'Isso sem falar no rombo que o PT e o PMDB deixaram o brasil, quem vocês acham que Bolsonaro e Paulo guedes vão botar para pagar essa conta claro que somos nós.', 'Muito obrigada.']","[0, 0, 0, 0, 0]",0,O Brasil e os imigrantes no mundo contemporâneo.
17,Incêndio do Museu Histórico Nacional,"['O Ministério da Cultura não está nem um pouco preocupado com a preservação do patrimônio público, o incêndio do Museu Histórico Nacional é a grande confirmação deste fato.', 'Entre as 350 mil peças do vasto acervo, restou muito pouco do conhecimento científico existente, vai que entre os manuscritos tivesse uma árvore genealógica explicando o desenvolvimento psicomotor da criança, e que ali alguns professores de escolas públicas que estivessem preocupados com as questões sociais do país, levassem seus alunos e fizessem estes compreenderem a situação educacional do Brasil?', 'Juntos, eles podem compreender que Componentes curriculares como a Educação física e a Artes e Educação são essenciais para a formação das crianças na Educação Infantil (0 a 5 anos e 11 meses), permitindo que os discentes tenham acesso à alfabetização.', 'Descobrir que estes componentes curriculares trabalham as habilidades motoras básicas manipulativas (apanhar, lançar...) e locomotoras (correr, saltar...) que são fundamentais para a estruturação do corpo, pois a criança precisa ter a lateralidade (noção de lado direito e esquerdo, haja vista que, tanto a leitura, como a escrita, quanto o cálculo são realizados da esquerda para direita) estruturada, saber fazer a reversibilidade, ou seja, se colocar no ponto de vista do outro, no caso o caderno, para assim fazer a escrita, a leitura e o cálculo.', 'Contudo isso , os professores e alunos da rede pública devem, de forma organizada, pedir a inclusão destes componentes curriculares na teoria e na prática, permitindo a emancipação de uma classe social que atualmente está sendo vítima de uma ordem social vigente, deixando estes como seres puramente biológicos e não sociais e culturais.']","[0, 0, 0, 0, 0]",0,Patrimônio histórico e cultural brasileiro: um caso de descaso
36,A persistência da escravidão,"['A escravidão é um fato decorrente há séculos e ainda se faz presente. Principalmente por pessoas com baixa renda e grau de escolaridade, com isso perde sua liberdade e contudo seus direitos, ocorre com mais frequência em países pobres e nos países ricos é mais comum entre rivalidades de empresas.', 'Mesmo com tantos avanços da humanidade, a escravidão não foi abolida mas um pouco esquecida. Os dados apontados demonstram o quanto é contínuo, em muitos os fatos a escravidão moderna não tem todas as proporções do passado, mas traz consigo a principal consequência, de não se sentir humano e cidadão.', 'A liberdade na qual é imposta para todos os cidadãos, sobretudo o escravizado não leva consigo o mesmo. Levando em prática uma vida baseada no trabalho forçado em alguns dos fatos com baixo salário e mais persistente sem remuneração alguma.', 'Em muitos os casos a sociedade se omite para expressar essa realidade, é preciso tomar iniciativas pelo combate em abolição a escravidão. Apoios à ""walk free"" fundação na qual tem o incentivo com o fim da escravidão. O sujeito merece total apoio e ajuda. Afinal todos temos direitos e aqueles que por consequência-os perdem, é preciso ter o consentimento na ajuda de fazer essas pessoas se sentirem o humano que devem ser.']","[0, 0, 0, 0, 0]",0,Escravizar é humano?
17,Patrimônios destruídos pelo governo,"['Quando falamos em cultura cultura, logo pensamos em museus ou teatros, é o que mantém nossa história viva, que fazem lembrar-se da extrema importância de seus acontecimentos pelo país, e país e, quando algo destrói esses monumentos, parte do país se decepciona, por lembrar da alegria que trazia as às pessoas saberem que nossa história estava viva de certo modo. E o motivo é o governo, por investir em outros projetos ao invés de focar na cultura do país.', 'A história do país deveria ser uma das coisas com a qual o governo mais deveria se importar, pelo motivo de sempre deixar as pessoas mais informadas e lembradas, porém isso não existe, eles preferem investir em estádios ao invés de manter histórias de décadas viva. Como o museu nacional Museu Nacional, com seus milhões de visitantes anualmente, e nem isso foi um motivo para o governo dar a atenção necessária, é como se tudo isso fosse uma brincadeira para eles, e acabam deixando de lado algo revolucionário.', 'Agora com o inicio início das reformas do museu, não só do nacional como outros destruídos também por incêndios, o governo deveria pensar em investir nos patrimônios culturais, como os próprios viram como isso abalou os brasileiros, e os mesmos pedem que eles sejam cuidados e preservados, e isso só pode acontecer com a colaboração, principalmente daqueles que estão acima de nós, começando pela parte da valorização e terminando com a ajuda que ela precisa.']","[0, 0, 0, 0, 0]",0,Patrimônio histórico e cultural brasileiro: um caso de descaso
21,É de conhecimento geral que o Brasil vem sofrendo,"['É de conhecimento geral que, o Brasil vêm sofrendo uma grave crise na sua economia e os governantes decidiram aumentar os valores de praticamente tudo o que tem no país.', 'Por conta disso os caminhoneiros no fim de maio resolveram fazer uma paralisação bloqueando qualquer passagem de 24 estados e no Distrito Federal, pedindo pela a diminuição do valor da gasolina, também para abaixarem o custo do pedágio entre um lugar e outro, e diferentes tipos de pedidos.', 'O governo, nos primeiros dias, tentou rebater e disseram que iriam prender e multar os protestantes , porém não funcionou, eles não desbloquearam nenhuma das rodovias. Com isso causou a falta de diesel, de alimentos, queda nas indústrias e aumento da inflação.', 'Em consequência, o presidente Michel Temer resolveu fazer um acordo para que esse bloqueio tivesse fim, então marcou uma reunião com alguns representantes dessa greve e assinou um contrato onde dizia que iam diminuir os preços do diesel, assim como das outras coisas que foram pedidas, tendo em vista a isso, eles saíram das passagens e permitiram a entrada dos transportes nas ruas.']","[0, 0, 0, 0, 0]",0,O Brasil paralisado: o que você pensa sobre a greve dos caminhoneiros?
24,A violência por um ponto de vista otimista,"['Infelizmente, no Brasil, na maioria dos lugares onde vamos notamos o alto nível da violência. Apesar de existir conflitos em solo brasileiro desde o início de nossa colonização, não podemos deixar de lutar por um país melhor e podemos conseguir através de um investimento melhor no sistema de educação.', 'Segundo Immanuel Kant, o homem não é nada alem daquilo que a educação faz dele. Partindo desse pensamento nos resta investir mais no ensino de nossas crianças, exigindo que dedique-se nos estudos, colocando-as em cursinhos ou se for o caso tomando aulas de reforço.', 'Jean Paul Sartre foi sábio em dizer: A violência independente de qual for, é furto da ignorância. Assim o Governo deve disponibilizar fundos suficientes para suprir o defasado ensino brasileiro, para que os orgãos competêntes com DRE invistam nas escolas, concomitante a violência diminuirá E a questão da maioridade penal ficaria em segundo plano.', 'Com base nos fatos mencionados, o Brasil, por sua vez , juntamente com os pais ou responsáveis devem investir mais no Estado, dando ênfase na juventude, uma vez que essa fará a diferença proprocionando bem estar e segurança para as futuras gerações. Ademais o interesse por parte dos jovens é imprescindível.']","[0, 0, 0, 0, 0]",0,Violência e drogas: o papel do usuário
5,Pesticida,"['No mundo de hoje a nossa agricultura está bem avançada. Com a produção aumentado as pragas e outros insetos também. poriso Por isso, eles começaram a usar agrotóxicos q previne e mata que previnem e matam as pragas. mais Mas, a cada dia que passa passa, as pessoas estão querendo evoluir. e acaba E acabam aumentado as substâncias e produto produtos, para q que os alimentos cresça cresçam mais rápido e q e as frutas fica fiquem mais bonita bonitas, para eles está colhendo colherem o mais rápido possível para por pôr no mercado. Mais Mas eles esquece q isso n só tá esquecem que isso não só está matando as pragas e inseto e sim insetos, mas também os seres humanos. Esta Está cada dia acabando com a nossa saúde. Temos de ficar mais atento atentos com isso. A palavra para pesticida é agrotóxico.']","[0, 0, 0, 0, 0]",0,Agrotóxicos ou defensivos agrícolas: dois nomes e uma polêmica
